,Unnamed: 0,id,temperature,humidity,datetime,last_capture,paths,class
22,22,3_60,28.1,89.0,2020-01-29 06:00:06.422,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/3_60.jpg,4
23,23,3_75,28.1,89.0,2020-01-29 06:00:06.422,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/3_75.jpg,1
24,24,4,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4.jpg,1
25,25,4_15,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4_15.jpg,4
26,26,4_30,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4_30.jpg,3
27,27,4_45,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4_45.jpg,2
28,28,4_60,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4_60.jpg,2
29,29,4_75,31.0,83.7,2020-01-29 12:00:06.432,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/4_75.jpg,3
30,30,5,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5.jpg,4
31,31,5_15,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5_15.jpg,0
32,32,5_30,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5_30.jpg,0
33,33,5_45,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5_45.jpg,1
34,34,5_60,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5_60.jpg,3
35,35,5_75,28.2,88.5,2020-01-30 00:00:06.678,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/5_75.jpg,3
36,36,6,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6.jpg,4
37,37,6_15,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6_15.jpg,0
38,38,6_30,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6_30.jpg,1
39,39,6_45,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6_45.jpg,4
40,40,6_60,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6_60.jpg,0
41,41,6_75,27.2,88.9,2020-01-30 06:00:06.210,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/6_75.jpg,2
42,42,7,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7.jpg,1
43,43,7_15,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7_15.jpg,3
44,44,7_30,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7_30.jpg,4
45,45,7_45,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7_45.jpg,3
46,46,7_60,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7_60.jpg,1
47,47,7_75,33.0,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/7_75.jpg,1
48,48,8,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8.jpg,1
49,49,8_15,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8_15.jpg,3
50,50,8_30,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8_30.jpg,2
51,51,8_45,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8_45.jpg,3
52,52,8_60,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8_60.jpg,1
53,53,8_75,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/8_75.jpg,2
54,54,9,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9.jpg,2
55,55,9_15,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9_15.jpg,3
56,56,9_30,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9_30.jpg,2
57,57,9_45,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9_45.jpg,3
58,58,9_60,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9_60.jpg,3
59,59,9_75,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/9_75.jpg,4
60,60,10,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10.jpg,0
61,61,10_15,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10_15.jpg,4
62,62,10_30,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10_30.jpg,4
63,63,10_45,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10_45.jpg,0
64,64,10_60,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10_60.jpg,3
65,65,10_75,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/10_75.jpg,1
66,66,11,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11.jpg,4
67,67,11_15,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_15.jpg,4
68,68,11_30,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_30.jpg,3
69,69,11_45,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_45.jpg,0
70,70,11_60,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_60.jpg,3
71,71,11_75,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_75.jpg,0
72,72,12,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12.jpg,1
73,73,12_15,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_15.jpg,3
74,74,12_30,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_30.jpg,3
75,75,12_45,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_45.jpg,3
76,76,12_60,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_60.jpg,0
77,77,12_75,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_75.jpg,3
78,78,13,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13.jpg,2
79,79,13_15,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_15.jpg,1
80,80,13_30,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_30.jpg,0
81,81,13_45,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_45.jpg,1
82,82,13_60,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_60.jpg,2
83,83,13_75,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_75.jpg,2
84,84,14,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14.jpg,2
85,85,14_15,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_15.jpg,0
86,86,14_30,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_30.jpg,0
87,87,14_45,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_45.jpg,4
88,88,14_60,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_60.jpg,1
89,89,14_75,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_75.jpg,0
90,90,15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15.jpg,0
91,91,15_15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_15.jpg,1
92,92,15_30,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_30.jpg,3
93,93,15_45,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_45.jpg,2
94,94,15_60,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_60.jpg,2
95,95,15_75,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_75.jpg,4
96,96,16,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16.jpg,1
97,97,16_15,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_15.jpg,0
98,98,16_30,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_30.jpg,3
99,99,16_45,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_45.jpg,3
100,100,16_60,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_60.jpg,1
101,101,16_75,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_75.jpg,0
102,102,17,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17.jpg,0
103,103,17_15,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_15.jpg,0
104,104,17_30,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_30.jpg,0
105,105,17_45,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_45.jpg,3
106,106,17_60,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_60.jpg,4
107,107,17_75,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_75.jpg,1
108,108,18,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18.jpg,2
109,109,18_15,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_15.jpg,4
110,110,18_30,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_30.jpg,0
111,111,18_45,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_45.jpg,1
112,112,18_60,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_60.jpg,1
113,113,18_75,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_75.jpg,4
114,114,19,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19.jpg,0
115,115,19_15,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_15.jpg,2
116,116,19_30,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_30.jpg,0
117,117,19_45,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_45.jpg,3
118,118,19_60,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_60.jpg,4
119,119,19_75,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_75.jpg,3
120,120,20,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20.jpg,2
121,121,20_15,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_15.jpg,0
122,122,20_30,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_30.jpg,0
123,123,20_45,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_45.jpg,2
124,124,20_60,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_60.jpg,1
125,125,20_75,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_75.jpg,2
126,126,21,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21.jpg,1
127,127,21_15,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_15.jpg,3
128,128,21_30,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_30.jpg,3
129,129,21_45,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_45.jpg,1
130,130,21_60,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_60.jpg,3
131,131,21_75,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_75.jpg,0
132,132,22,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22.jpg,3
133,133,22_15,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_15.jpg,0
134,134,22_30,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_30.jpg,1
135,135,22_45,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_45.jpg,4
136,136,22_60,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_60.jpg,1
137,137,22_75,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_75.jpg,0
138,138,23,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23.jpg,2
139,139,23_15,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_15.jpg,3
140,140,23_30,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_30.jpg,3
141,141,23_45,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_45.jpg,0
142,142,23_60,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_60.jpg,3
143,143,23_75,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_75.jpg,4
144,144,24,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24.jpg,0
145,145,24_15,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_15.jpg,4
146,146,24_30,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_30.jpg,3
147,147,24_45,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_45.jpg,0
148,148,24_60,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_60.jpg,1
149,149,24_75,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_75.jpg,1
150,150,25,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25.jpg,1
151,151,25_15,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_15.jpg,3
152,152,25_30,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_30.jpg,0
153,153,25_45,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_45.jpg,1
154,154,25_60,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_60.jpg,3
155,155,25_75,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_75.jpg,1
156,156,26,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26.jpg,0
157,157,26_15,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_15.jpg,3
158,158,26_30,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_30.jpg,2
159,159,26_45,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_45.jpg,4
160,160,26_60,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_60.jpg,3
161,161,26_75,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_75.jpg,3
162,162,27,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27.jpg,2
163,163,27_15,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_15.jpg,0
164,164,27_30,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_30.jpg,2
165,165,27_45,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_45.jpg,3
166,166,27_60,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_60.jpg,1
167,167,27_75,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_75.jpg,1
168,168,28,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28.jpg,0
169,169,28_15,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_15.jpg,2
170,170,28_30,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_30.jpg,0
171,171,28_45,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_45.jpg,2
172,172,28_60,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_60.jpg,1
173,173,28_75,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_75.jpg,3
174,174,29,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29.jpg,1
175,175,29_15,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_15.jpg,2
176,176,29_30,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_30.jpg,1
177,177,29_45,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_45.jpg,3
178,178,29_60,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_60.jpg,4
179,179,29_75,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_75.jpg,1
180,180,30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30.jpg,1
181,181,30_15,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_15.jpg,2
182,182,30_30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_30.jpg,0
183,183,30_45,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_45.jpg,0
184,184,30_60,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_60.jpg,0
185,185,30_75,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_75.jpg,0
186,186,31,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31.jpg,1
187,187,31_15,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_15.jpg,1
188,188,31_30,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_30.jpg,4
189,189,31_45,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_45.jpg,4
190,190,31_60,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_60.jpg,3
191,191,31_75,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_75.jpg,4
192,192,32,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32.jpg,3
193,193,32_15,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_15.jpg,4
194,194,32_30,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_30.jpg,1
195,195,32_45,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_45.jpg,0
196,196,32_60,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_60.jpg,4
197,197,32_75,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_75.jpg,1
198,198,33,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33.jpg,0
199,199,33_15,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_15.jpg,0
200,200,33_30,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_30.jpg,0
