id,temperature,humidity,datetime,last_capture,class
7_15,33,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,0
7_30,33,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,0
7_45,33,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,0
7_60,33,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,0
7_75,33,76.6,2020-01-30 12:00:06.306,2020-02-18 06:00:06,0
8,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
8_15,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
8_30,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
8_45,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
8_60,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
8_75,34.9,69.3,2020-01-30 14:00:06.031,2020-02-18 06:00:06,1
9,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
9_15,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
9_30,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
9_45,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
9_60,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
9_75,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,5
10,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
10_15,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
10_30,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
10_45,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
10_60,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
10_75,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,5
11,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
11_15,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
11_30,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
11_45,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
11_60,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
11_75,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,0
12,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,5
12_15,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,5
12_30,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,5
12_45,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,5
12_60,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,5
12_75,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,5
13,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
13_15,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
13_30,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
13_45,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
13_60,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
13_75,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,4
14,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
14_15,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
14_30,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
14_45,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
14_60,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
14_75,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,0
15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
15_15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
15_30,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
15_45,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
15_60,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
15_75,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,5
16,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
16_15,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
16_30,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
16_45,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
16_60,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
16_75,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,1
17,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
17_15,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
17_30,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
17_45,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
17_60,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
17_75,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,1
18,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
18_15,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
18_30,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
18_45,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
18_60,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
18_75,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,1
19,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
19_15,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
19_30,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
19_45,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
19_60,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
19_75,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,1
20,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
20_15,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
20_30,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
20_45,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
20_60,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
20_75,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,2
21,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
21_15,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
21_30,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
21_45,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
21_60,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
21_75,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,5
22,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
22_15,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
22_30,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
22_45,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
22_60,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
22_75,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,5
23,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
23_15,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
23_30,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
23_45,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
23_60,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
23_75,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,4
24,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
24_15,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
24_30,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
24_45,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
24_60,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
24_75,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,0
25,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
25_15,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
25_30,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
25_45,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
25_60,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
25_75,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,0
26,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
26_15,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
26_30,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
26_45,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
26_60,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
26_75,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,0
27,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
27_15,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
27_30,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
27_45,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
27_60,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
27_75,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,0
28,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
28_15,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
28_30,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
28_45,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
28_60,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
28_75,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,0
29,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
29_15,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
29_30,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
29_45,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
29_60,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
29_75,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,0
30,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
30_15,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
30_30,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
30_45,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
30_60,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
30_75,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,1
31,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
31_15,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
31_30,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
31_45,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
31_60,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
31_75,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,2
32,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
32_15,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
32_30,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
32_45,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
32_60,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
32_75,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,5
33,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
33_15,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
33_30,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
33_45,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
33_60,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
33_75,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,0
34,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
34_15,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
34_30,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
34_45,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
34_60,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
34_75,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,4
35,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
35_15,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
35_30,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
35_45,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
35_60,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
35_75,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,4
36,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
36_15,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
36_30,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
36_45,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
36_60,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
36_75,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,5
37,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
37_15,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
37_30,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
37_45,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
37_60,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
37_75,34.2,70,2020-02-07 12:00:06,2020-02-18 06:00:06,6
38,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
38_15,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
38_30,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
38_45,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
38_60,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
38_75,35,60,2020-02-07 14:00:06,2020-02-18 06:00:06,0
39,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
39_15,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
39_30,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
39_45,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
39_60,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
39_75,30,72,2020-02-09 18:00:06,2020-02-18 06:00:06,0
40,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
40_15,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
40_30,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
40_45,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
40_60,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
40_75,29.1,81.6,2020-02-10 00:00:06,2020-02-18 06:00:06,0
41,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
41_15,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
41_30,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
41_45,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
41_60,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
41_75,27.9,82.5,2020-02-10 06:00:06,2020-02-18 06:00:06,2
42,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
42_15,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
42_30,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
42_45,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
42_60,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
42_75,32.6,67.1,2020-02-10 12:00:06,2020-02-18 06:00:06,0
43,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
43_15,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
43_30,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
43_45,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
43_60,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
43_75,33.7,63.5,2020-02-10 14:00:06,2020-02-18 06:00:06,0
44,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
44_15,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
44_30,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
44_45,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
44_60,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
44_75,31.1,71.9,2020-02-10 18:00:06,2020-02-18 06:00:06,0
45,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
45_15,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
45_30,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
45_45,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
45_60,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
45_75,29.5,80.1,2020-02-11 00:00:16,2020-02-18 06:00:06,0
46,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
46_15,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
46_30,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
46_45,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
46_60,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
46_75,29.7,81.4,2020-02-12 00:00:06,2020-02-18 06:00:06,0
47,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
47_15,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
47_30,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
47_45,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
47_60,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
47_75,28.6,83.3,2020-02-12 06:00:06,2020-02-18 06:00:06,0
48,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
48_15,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
48_30,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
48_45,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
48_60,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
48_75,33.3,70.1,2020-02-12 12:00:06,2020-02-18 06:00:06,0
49,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
49_15,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
49_30,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
49_45,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
49_60,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
49_75,34.5,66.3,2020-02-12 14:00:06,2020-02-18 06:00:06,0
50,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
50_15,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
50_30,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
50_45,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
50_60,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
50_75,32,70.8,2020-02-12 18:00:06,2020-02-18 06:00:06,1
51,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
51_15,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
51_30,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
51_45,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
51_60,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
51_75,29.8,80.6,2020-02-13 00:00:06,2020-02-18 06:00:06,0
52,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
52_15,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
52_30,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
52_45,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
52_60,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
52_75,28.7,83.7,2020-02-13 06:00:06,2020-02-18 06:00:06,3
53,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
53_15,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
53_30,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
53_45,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
53_60,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
53_75,33.5,70.6,2020-02-13 12:00:06,2020-02-18 06:00:06,1
54,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
54_15,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
54_30,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
54_45,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
54_60,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
54_75,34.3,63.2,2020-02-13 14:00:06,2020-02-18 06:00:06,5
55,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
55_15,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
55_30,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
55_45,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
55_60,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
55_75,31.5,69.1,2020-02-13 18:00:06,2020-02-18 06:00:06,0
56,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
56_15,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
56_30,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
56_45,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
56_60,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
56_75,34.1,73.5,2020-02-14 12:00:06,2020-02-18 06:00:06,0
57,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
57_15,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
57_30,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
57_45,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
57_60,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
57_75,34.8,66.1,2020-02-14 14:00:06,2020-02-18 06:00:06,0
58,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,0
58_15,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,0
58_30,32.3,68.9,2020-02-14 18:00:06,2020-02-18 06:00:06,0
