,id,temperature,humidity,datetime,last_capture,paths,class
88,14_60,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_60.jpg,4
89,14_75,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_75.jpg,1
90,15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15.jpg,2
91,15_15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_15.jpg,4
92,15_30,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_30.jpg,0
93,15_45,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_45.jpg,3
94,15_60,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_60.jpg,4
95,15_75,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_75.jpg,0
96,16,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16.jpg,2
97,16_15,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_15.jpg,2
98,16_30,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_30.jpg,2
99,16_45,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_45.jpg,0
100,16_60,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_60.jpg,3
101,16_75,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_75.jpg,0
102,17,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17.jpg,3
103,17_15,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_15.jpg,2
104,17_30,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_30.jpg,0
105,17_45,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_45.jpg,0
106,17_60,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_60.jpg,1
107,17_75,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_75.jpg,2
108,18,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18.jpg,1
109,18_15,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_15.jpg,3
110,18_30,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_30.jpg,4
111,18_45,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_45.jpg,3
112,18_60,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_60.jpg,2
113,18_75,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_75.jpg,1
114,19,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19.jpg,3
115,19_15,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_15.jpg,0
116,19_30,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_30.jpg,0
117,19_45,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_45.jpg,3
118,19_60,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_60.jpg,0
119,19_75,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_75.jpg,0
120,20,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20.jpg,1
121,20_15,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_15.jpg,3
122,20_30,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_30.jpg,0
123,20_45,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_45.jpg,4
124,20_60,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_60.jpg,2
125,20_75,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_75.jpg,1
126,21,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21.jpg,0
127,21_15,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_15.jpg,2
128,21_30,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_30.jpg,0
129,21_45,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_45.jpg,2
130,21_60,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_60.jpg,3
131,21_75,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_75.jpg,2
132,22,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22.jpg,0
133,22_15,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_15.jpg,4
134,22_30,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_30.jpg,2
135,22_45,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_45.jpg,1
136,22_60,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_60.jpg,2
137,22_75,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_75.jpg,4
138,23,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23.jpg,2
139,23_15,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_15.jpg,1
140,23_30,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_30.jpg,0
141,23_45,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_45.jpg,0
142,23_60,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_60.jpg,3
143,23_75,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_75.jpg,2
144,24,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24.jpg,4
145,24_15,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_15.jpg,0
146,24_30,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_30.jpg,1
147,24_45,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_45.jpg,3
148,24_60,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_60.jpg,3
149,24_75,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_75.jpg,4
150,25,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25.jpg,1
151,25_15,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_15.jpg,2
152,25_30,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_30.jpg,2
153,25_45,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_45.jpg,2
154,25_60,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_60.jpg,0
155,25_75,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_75.jpg,4
156,26,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26.jpg,0
157,26_15,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_15.jpg,1
158,26_30,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_30.jpg,1
159,26_45,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_45.jpg,2
160,26_60,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_60.jpg,0
161,26_75,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_75.jpg,2
162,27,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27.jpg,3
163,27_15,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_15.jpg,2
164,27_30,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_30.jpg,2
165,27_45,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_45.jpg,1
166,27_60,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_60.jpg,3
167,27_75,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_75.jpg,4
168,28,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28.jpg,4
169,28_15,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_15.jpg,0
170,28_30,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_30.jpg,1
171,28_45,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_45.jpg,3
172,28_60,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_60.jpg,1
173,28_75,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_75.jpg,3
174,29,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29.jpg,2
175,29_15,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_15.jpg,0
176,29_30,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_30.jpg,1
177,29_45,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_45.jpg,0
178,29_60,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_60.jpg,2
179,29_75,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_75.jpg,4
180,30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30.jpg,0
181,30_15,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_15.jpg,2
182,30_30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_30.jpg,0
183,30_45,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_45.jpg,0
184,30_60,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_60.jpg,0
185,30_75,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_75.jpg,0
186,31,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31.jpg,3
187,31_15,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_15.jpg,0
188,31_30,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_30.jpg,2
189,31_45,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_45.jpg,2
190,31_60,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_60.jpg,2
191,31_75,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_75.jpg,4
192,32,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32.jpg,0
193,32_15,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_15.jpg,4
194,32_30,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_30.jpg,0
195,32_45,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_45.jpg,3
196,32_60,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_60.jpg,0
197,32_75,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_75.jpg,0
198,33,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33.jpg,0
199,33_15,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_15.jpg,4
200,33_30,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_30.jpg,0
201,33_45,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_45.jpg,3
202,33_60,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_60.jpg,3
203,33_75,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_75.jpg,3
204,34,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34.jpg,1
205,34_15,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34_15.jpg,1
206,34_30,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34_30.jpg,1
207,34_45,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34_45.jpg,1
208,34_60,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34_60.jpg,2
209,34_75,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/34_75.jpg,0
210,35,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/35.jpg,3
