,Unnamed: 0,id,temperature,humidity,datetime,last_capture,paths,class
54,54,9,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9.jpg,3
55,55,9_15,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9_15.jpg,2
56,56,9_30,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9_30.jpg,1
57,57,9_45,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9_45.jpg,4
58,58,9_60,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9_60.jpg,3
59,59,9_75,31.1,71.2,2020-01-30 18:00:06.275,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/9_75.jpg,6
60,60,10,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10.jpg,1
61,61,10_15,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10_15.jpg,4
62,62,10_30,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10_30.jpg,2
63,63,10_45,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10_45.jpg,5
64,64,10_60,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10_60.jpg,4
65,65,10_75,28.6,82.9,2020-01-31 00:00:07.670,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/10_75.jpg,5
66,66,11,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11.jpg,0
67,67,11_15,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11_15.jpg,1
68,68,11_30,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11_30.jpg,4
69,69,11_45,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11_45.jpg,1
70,70,11_60,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11_60.jpg,3
71,71,11_75,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/11_75.jpg,1
72,72,12,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12.jpg,0
73,73,12_15,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12_15.jpg,3
74,74,12_30,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12_30.jpg,5
75,75,12_45,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12_45.jpg,3
76,76,12_60,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12_60.jpg,5
77,77,12_75,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/12_75.jpg,3
78,78,13,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13.jpg,0
79,79,13_15,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13_15.jpg,1
80,80,13_30,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13_30.jpg,1
81,81,13_45,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13_45.jpg,4
82,82,13_60,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13_60.jpg,2
83,83,13_75,33.0,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/13_75.jpg,1
84,84,14,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14.jpg,1
85,85,14_15,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_15.jpg,1
86,86,14_30,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_30.jpg,5
87,87,14_45,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_45.jpg,2
88,88,14_60,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_60.jpg,0
89,89,14_75,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/14_75.jpg,0
90,90,15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15.jpg,4
91,91,15_15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_15.jpg,5
92,92,15_30,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_30.jpg,1
93,93,15_45,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_45.jpg,0
94,94,15_60,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_60.jpg,3
95,95,15_75,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/15_75.jpg,4
96,96,16,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16.jpg,2
97,97,16_15,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_15.jpg,0
98,98,16_30,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_30.jpg,0
99,99,16_45,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_45.jpg,0
100,100,16_60,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_60.jpg,0
101,101,16_75,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/16_75.jpg,5
102,102,17,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17.jpg,1
103,103,17_15,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_15.jpg,5
104,104,17_30,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_30.jpg,0
105,105,17_45,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_45.jpg,5
106,106,17_60,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_60.jpg,0
107,107,17_75,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/17_75.jpg,1
108,108,18,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18.jpg,3
109,109,18_15,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_15.jpg,3
110,110,18_30,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_30.jpg,5
111,111,18_45,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_45.jpg,1
112,112,18_60,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_60.jpg,1
113,113,18_75,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/18_75.jpg,5
114,114,19,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19.jpg,5
115,115,19_15,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_15.jpg,2
116,116,19_30,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_30.jpg,2
117,117,19_45,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_45.jpg,1
118,118,19_60,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_60.jpg,0
119,119,19_75,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/19_75.jpg,5
120,120,20,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20.jpg,2
121,121,20_15,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_15.jpg,3
122,122,20_30,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_30.jpg,4
123,123,20_45,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_45.jpg,4
124,124,20_60,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_60.jpg,1
125,125,20_75,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/20_75.jpg,3
126,126,21,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21.jpg,1
127,127,21_15,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_15.jpg,5
128,128,21_30,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_30.jpg,0
129,129,21_45,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_45.jpg,0
130,130,21_60,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_60.jpg,5
131,131,21_75,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/21_75.jpg,1
132,132,22,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22.jpg,4
133,133,22_15,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_15.jpg,4
134,134,22_30,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_30.jpg,6
135,135,22_45,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_45.jpg,0
136,136,22_60,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_60.jpg,4
137,137,22_75,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/22_75.jpg,3
138,138,23,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23.jpg,0
139,139,23_15,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_15.jpg,1
140,140,23_30,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_30.jpg,5
141,141,23_45,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_45.jpg,1
142,142,23_60,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_60.jpg,0
143,143,23_75,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/23_75.jpg,0
144,144,24,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24.jpg,5
145,145,24_15,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_15.jpg,5
146,146,24_30,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_30.jpg,0
147,147,24_45,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_45.jpg,5
148,148,24_60,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_60.jpg,6
149,149,24_75,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/24_75.jpg,4
150,150,25,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25.jpg,4
151,151,25_15,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_15.jpg,0
152,152,25_30,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_30.jpg,5
153,153,25_45,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_45.jpg,6
154,154,25_60,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_60.jpg,6
155,155,25_75,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/25_75.jpg,0
156,156,26,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26.jpg,0
157,157,26_15,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_15.jpg,1
158,158,26_30,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_30.jpg,5
159,159,26_45,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_45.jpg,3
160,160,26_60,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_60.jpg,1
161,161,26_75,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/26_75.jpg,6
162,162,27,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27.jpg,4
163,163,27_15,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_15.jpg,5
164,164,27_30,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_30.jpg,2
165,165,27_45,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_45.jpg,2
166,166,27_60,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_60.jpg,2
167,167,27_75,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/27_75.jpg,5
168,168,28,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28.jpg,2
169,169,28_15,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_15.jpg,1
170,170,28_30,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_30.jpg,5
171,171,28_45,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_45.jpg,3
172,172,28_60,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_60.jpg,0
173,173,28_75,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/28_75.jpg,3
174,174,29,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29.jpg,0
175,175,29_15,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_15.jpg,5
176,176,29_30,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_30.jpg,1
177,177,29_45,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_45.jpg,2
178,178,29_60,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_60.jpg,0
179,179,29_75,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/29_75.jpg,4
180,180,30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30.jpg,3
181,181,30_15,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_15.jpg,0
182,182,30_30,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_30.jpg,2
183,183,30_45,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_45.jpg,6
184,184,30_60,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_60.jpg,2
185,185,30_75,29.0,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/30_75.jpg,1
186,186,31,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31.jpg,0
187,187,31_15,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_15.jpg,0
188,188,31_30,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_30.jpg,2
189,189,31_45,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_45.jpg,4
190,190,31_60,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_60.jpg,1
191,191,31_75,27.6,85.0,2020-02-06 06:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/31_75.jpg,0
192,192,32,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32.jpg,1
193,193,32_15,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_15.jpg,4
194,194,32_30,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_30.jpg,0
195,195,32_45,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_45.jpg,5
196,196,32_60,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_60.jpg,2
197,197,32_75,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/32_75.jpg,5
198,198,33,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33.jpg,5
199,199,33_15,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_15.jpg,4
200,200,33_30,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_30.jpg,3
201,201,33_45,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_45.jpg,3
202,202,33_60,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_60.jpg,5
203,203,33_75,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../Color Samples Dataset/Green banana/33_75.jpg,0
