id,temperature,humidity,datetime,last_capture,paths
11_15,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_15.jpg
11_30,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_30.jpg
11_45,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_45.jpg
11_60,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_60.jpg
11_75,27.6,88.3,2020-01-31 06:00:06.284,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/11_75.jpg
12,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12.jpg
12_15,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_15.jpg
12_30,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_30.jpg
12_45,33.8,75.4,2020-01-31 12:00:06.394,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_45.jpg
12_60,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_60.jpg
12_75,33.8,75.4,2020-01-31 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/12_75.jpg
13,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13.jpg
13_15,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_15.jpg
13_30,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_30.jpg
13_45,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_45.jpg
13_60,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_60.jpg
13_75,33,70.7,2020-01-31 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/13_75.jpg
14,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14.jpg
14_15,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_15.jpg
14_30,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_30.jpg
14_45,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_45.jpg
14_60,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_60.jpg
14_75,30.9,71.9,2020-01-31 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/14_75.jpg
15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15.jpg
15_15,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_15.jpg
15_30,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_30.jpg
15_45,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_45.jpg
15_60,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_60.jpg
15_75,29.1,83.8,2020-02-01 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/15_75.jpg
16,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16.jpg
16_15,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_15.jpg
16_30,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_30.jpg
16_45,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_45.jpg
16_60,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_60.jpg
16_75,28.1,89.6,2020-02-01 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/16_75.jpg
17,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17.jpg
17_15,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_15.jpg
17_30,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_30.jpg
17_45,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_45.jpg
17_60,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_60.jpg
17_75,29.6,85.9,2020-02-02 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/17_75.jpg
18,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18.jpg
18_15,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_15.jpg
18_30,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_30.jpg
18_45,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_45.jpg
18_60,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_60.jpg
18_75,28.4,88.3,2020-02-02 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/18_75.jpg
19,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19.jpg
19_15,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_15.jpg
19_30,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_30.jpg
19_45,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_45.jpg
19_60,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_60.jpg
19_75,34.4,76.8,2020-02-02 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/19_75.jpg
20,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20.jpg
20_15,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_15.jpg
20_30,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_30.jpg
20_45,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_45.jpg
20_60,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_60.jpg
20_75,34.9,72.4,2020-02-02 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/20_75.jpg
21,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21.jpg
21_15,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_15.jpg
21_30,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_30.jpg
21_45,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_45.jpg
21_60,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_60.jpg
21_75,32.2,73.2,2020-02-02 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/21_75.jpg
22,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22.jpg
22_15,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_15.jpg
22_30,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_30.jpg
22_45,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_45.jpg
22_60,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_60.jpg
22_75,29.5,78.1,2020-02-03 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/22_75.jpg
23,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23.jpg
23_15,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_15.jpg
23_30,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_30.jpg
23_45,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_45.jpg
23_60,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_60.jpg
23_75,28.4,80.2,2020-02-03 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/23_75.jpg
24,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24.jpg
24_15,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_15.jpg
24_30,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_30.jpg
24_45,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_45.jpg
24_60,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_60.jpg
24_75,32.2,75.4,2020-02-03 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/24_75.jpg
25,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25.jpg
25_15,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_15.jpg
25_30,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_30.jpg
25_45,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_45.jpg
25_60,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_60.jpg
25_75,29.1,84.3,2020-02-05 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/25_75.jpg
26,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26.jpg
26_15,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_15.jpg
26_30,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_30.jpg
26_45,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_45.jpg
26_60,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_60.jpg
26_75,28.4,86.5,2020-02-05 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/26_75.jpg
27,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27.jpg
27_15,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_15.jpg
27_30,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_30.jpg
27_45,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_45.jpg
27_60,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_60.jpg
27_75,33.9,77.1,2020-02-05 12:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/27_75.jpg
28,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28.jpg
28_15,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_15.jpg
28_30,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_30.jpg
28_45,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_45.jpg
28_60,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_60.jpg
28_75,33.2,73.5,2020-02-05 14:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/28_75.jpg
29,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29.jpg
29_15,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_15.jpg
29_30,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_30.jpg
29_45,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_45.jpg
29_60,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_60.jpg
29_75,31.7,75.1,2020-02-05 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/29_75.jpg
30,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30.jpg
30_15,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_15.jpg
30_30,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_30.jpg
30_45,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_45.jpg
30_60,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_60.jpg
30_75,29,81.1,2020-02-06 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/30_75.jpg
31,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31.jpg
31_15,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_15.jpg
31_30,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_30.jpg
31_45,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_45.jpg
31_60,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_60.jpg
31_75,27.6,85,2020-02-06 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/31_75.jpg
32,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32.jpg
32_15,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_15.jpg
32_30,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_30.jpg
32_45,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_45.jpg
32_60,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_60.jpg
32_75,33.2,72.8,2020-02-06 12:00:07,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/32_75.jpg
33,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33.jpg
33_15,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_15.jpg
33_30,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_30.jpg
33_45,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_45.jpg
33_60,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_60.jpg
33_75,34.7,65.2,2020-02-06 14:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/33_75.jpg
34,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34.jpg
34_15,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34_15.jpg
34_30,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34_30.jpg
34_45,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34_45.jpg
34_60,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34_60.jpg
34_75,31.4,69.7,2020-02-06 18:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/34_75.jpg
35,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35.jpg
35_15,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35_15.jpg
35_30,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35_30.jpg
35_45,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35_45.jpg
35_60,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35_60.jpg
35_75,28.8,81.3,2020-02-07 00:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/35_75.jpg
36,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36.jpg
36_15,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36_15.jpg
36_30,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36_30.jpg
36_45,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36_45.jpg
36_60,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36_60.jpg
36_75,28.2,83.5,2020-02-07 06:00:06,2020-02-18 06:00:06,../../Color Samples Dataset/Green banana/36_75.jpg
